,,,,,,
Round,AI Rank,State,Institute,Course,Quota,Category
1,4,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,4,Delhi,"UCMS, Delhi",DM Endocrinology,AIQ,GEN
1,4,Delhi,"Instof Liver&Biliary Sci,Delhi",DM Organ Transplant Anaesthesia & Critical Care,AIQ,GEN
1,4,Gujarat,"BJMC, Ahmedabad",MCh Surgical Oncology,AIQ,GEN
1,4,Maharashtra,"Tata Memorial, Mumbai",MCh Head & Neck Surgery,AIQ,GEN
1,5,Karnataka,"IGICH, Bangalore",MCh Paediatric Orthopaedics,AIQ,GEN
1,5,Maharashtra,"Tata Memorial, Mumbai",MCh Head & Neck Surgery,AIQ,GEN
1,5,Kerala,"Medical College, Trivandrum",DM Pulmonary Medicine,AIQ,GEN
1,5,Maharashtra,"Grant Med Coll, Mumbai",DM Interventional Radiology,AIQ,GEN
1,5,Delhi,"GB Pant IPGMER, Delhi",DM Neuro Anaesthesia,AIQ,GEN
1,5,Delhi,"VMMC, Delhi",DM Critical Care Medicine,AIQ,GEN
1,5,Kerala,"RCC, Thiruvananthapuram",DM Medical Oncology,AIQ,GEN
1,5,Maharashtra,"Tata Memorial, Mumbai",MCh Gynaecological Oncology,AIQ,GEN
1,5,Maharashtra,"Tata Memorial, Mumbai",MCh Surgical Oncology,AIQ,GEN
1,5,Uttar Pradesh,"KGMU, Lucknow",DM Geriatric Mental Health,AIQ,GEN
1,5,Kerala,"Medical College, Trivandrum",DM Endocrinology,AIQ,GEN
1,5,Kerala,"Medical College, Trivandrum",DM Paediatric Neurology,AIQ,GEN
1,6,Bihar,"IGIMS, Patna",DM Clinical Pharmacology,AIQ,GEN
1,6,Delhi,"VMMC, Delhi",DM Pulmonary Medicine,AIQ,GEN
1,6,Karnataka,"Sri Jayadeva Instof Cardio,BLR",DM Cardiology,AIQ,GEN
1,6,Bihar,"IGIMS, Patna",DM/MCh Reproductive Medicine & Surgery,AIQ,GEN
1,6,Karnataka,"Kasturba Med Coll, Manipal",MCh Hand Surgery,AIQ,GEN
1,6,Gujarat,"BJMC, Ahmedabad",DM Onco Pathology,AIQ,GEN
1,6,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,6,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DrNB Paediatric Intensive Care,AIQ,GEN
1,6,Maharashtra,"Tata Memorial, Mumbai",MCh Head & Neck Surgery,AIQ,GEN
1,6,Telangana,"Asian Inst of Gastroent, Hyd",DrNB Surgical Gastroenterology,AIQ,GEN
1,6,Haryana,"Medanta The Medicity, Gurgaon",DrNB Interventional Radiology,AIQ,GEN
1,7,Uttar Pradesh,"KGMU, Lucknow",DM Geriatric Mental Health,AIQ,GEN
1,7,Tamil Nadu,"Madras Med Coll, Chennai",DM Paediatric Neurology,AIQ,GEN
1,7,Delhi,"VMMC, Delhi",DM Pulmonary Medicine,AIQ,GEN
1,7,Uttar Pradesh,"SGPGI, Lucknow",DM Clinical Immunology & Rheumatology,AIQ,GEN
1,7,Gujarat,"BJMC, Ahmedabad",DM Onco Pathology,AIQ,GEN
1,7,Kerala,"Amrita School of Med, Kochi",DM Cardiac Anaesthesia,AIQ,GEN
1,7,Maharashtra,"Tata Memorial, Mumbai",DM Critical Care Medicine,AIQ,GEN
1,7,Gujarat,"BJMC, Ahmedabad",DM Medical Oncology,AIQ,GEN
1,7,Uttar Pradesh,"KGMU, Lucknow",MCh Paediatric Orthopaedics,AIQ,GEN
1,7,Delhi,"GB Pant IPGMER, Delhi",MCh Neuro Surgery,AIQ,GEN
1,7,Uttar Pradesh,"Homi Bhabha CancHosp, Varanasi",MCh Head & Neck Surgery,AIQ,GEN
1,7,Tamil Nadu,"GKNM Hospital, Coimbatore",DrNB Interventional Radiology,AIQ,GEN
1,7,Bihar,"IGIMS, Patna",DM Clinical Pharmacology,AIQ,GEN
1,7,Delhi,"VMMC, Delhi",MCh Gynaecological Oncology,AIQ,GEN
1,8,Maharashtra,"Tata Memorial, Mumbai",DM Onco Pathology,AIQ,GEN
1,8,Uttar Pradesh,"SGPGI, Lucknow",DM Clinical Immunology & Rheumatology,AIQ,GEN
1,8,Uttar Pradesh,"Homi Bhabha CancHosp, Varanasi",MCh Head & Neck Surgery,AIQ,GEN
1,8,Delhi,"VMMC, Delhi",MCh Gynaecological Oncology,AIQ,GEN
1,8,Tamil Nadu,"Meenakshi Mission Hosp,Madurai",DrNB Critical Care Medicine,AIQ,GEN
1,8,Karnataka,"Kidwai Memorial, Bangalore",DM Medical Oncology,AIQ,GEN
1,8,Uttar Pradesh,"KGMU, Lucknow",MCh Paediatric Orthopaedics,AIQ,GEN
1,8,Telangana,"Asian Inst of Gastroent, Hyd",DrNB Surgical Gastroenterology,AIQ,GEN
1,8,Telangana,"NIMS, Hyderabad",DM Clinical Pharmacology,AIQ,GEN
1,8,West Bengal,"IPGMER, Kolkata",DM Pulmonary Medicine,AIQ,GEN
1,8,Haryana,"Medanta The Medicity, Gurgaon",DrNB Interventional Radiology,AIQ,GEN
1,8,Telangana,"RainbowChildHeart,BanjaraHills",DrNB Paediatric Neurology,AIQ,GEN
1,9,Delhi,"GB Pant IPGMER, Delhi",DM Medical Gastroenterology,AIQ,GEN
1,9,Delhi,"VP Chest Institute, Delhi",DM Pulmonary Medicine,AIQ,GEN
1,9,Maharashtra,"Tata Memorial, Mumbai",DM Onco Pathology,AIQ,GEN
1,9,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,9,Delhi,"GB Pant IPGMER, Delhi",DM Cardiac Anaesthesia,AIQ,GEN
1,9,Maharashtra,"Tata Memorial, Mumbai",DM Interventional Radiology,AIQ,GEN
1,9,Assam,"Dr B Borooah, Guwahati",MCh Head & Neck Surgery,AIQ,GEN
1,9,Odisha,"Acharya Harihar Cancer,Cuttack",MCh Gynaecological Oncology,AIQ,GEN
1,9,Delhi,"VMMC, Delhi",DM Critical Care Medicine,AIQ,GEN
1,9,Delhi,"VMMC, Delhi",MCh Urology,AIQ,GEN
1,9,Telangana,"NIMS, Hyderabad",DM Clinical Pharmacology,AIQ,GEN
1,9,Kerala,"Medical College, Trivandrum",DM Paediatric Neurology,AIQ,GEN
1,10,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DM Neonatology,AIQ,GEN
1,10,Bihar,"IGIMS, Patna",DM/MCh Reproductive Medicine & Surgery,AIQ,GEN
1,10,Maharashtra,"Tata Memorial, Mumbai",DM Onco Pathology,AIQ,GEN
1,10,Karnataka,"Sri Jayadeva Instof Cardio,BLR",DM Cardiology,AIQ,GEN
1,10,West Bengal,"IPGMER, Kolkata",DM Pulmonary Medicine,AIQ,GEN
1,10,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DM Critical Care Medicine,AIQ,GEN
1,10,Maharashtra,"Tata Memorial, Mumbai",MCh Surgical Oncology,AIQ,GEN
1,10,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,11,Tamil Nadu,"CMC, Vellore",DM Medical Oncology,AIQ,GEN
1,11,Karnataka,"Kidwai Memorial, Bangalore",MCh Head & Neck Surgery,AIQ,GEN
1,11,Maharashtra,"Tata Memorial, Mumbai",DM Paediatric Oncology,AIQ,GEN
1,11,Karnataka,"Kidwai Memorial, Bangalore",MCh Gynaecological Oncology,AIQ,GEN
1,11,Gujarat,"GR Doshi & KM Mehta, Ahmedabad",MCh Urology,AIQ,GEN
1,11,Delhi,"VMMC, Delhi",DM Cardiology,AIQ,GEN
1,11,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DM Critical Care Medicine,AIQ,GEN
1,11,Maharashtra,"Grant Med Coll, Mumbai",DM Interventional Radiology,AIQ,GEN
1,11,Uttar Pradesh,"SGPGI, Lucknow",DM Pulmonary Medicine,AIQ,GEN
1,12,Uttar Pradesh,"Homi Bhabha CancHosp, Varanasi",MCh Head & Neck Surgery,AIQ,GEN
1,12,Delhi,"VMMC, Delhi",MCh Urology,AIQ,GEN
1,12,Tamil Nadu,"CMC, Vellore",DM/MCh Reproductive Medicine & Surgery,AIQ,GEN
1,12,Haryana,"Pt BD Sharma, Rohtak",DM Pulmonary Medicine,AIQ,GEN
1,12,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,12,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DrNB Paediatric Intensive Care,AIQ,GEN
1,12,Gujarat,"BJMC, Ahmedabad",DM Onco Pathology,AIQ,GEN
1,12,Uttar Pradesh,"SGPGI, Lucknow",DM Clinical Immunology & Rheumatology,AIQ,GEN
1,12,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DM Critical Care Medicine,AIQ,GEN
1,13,Delhi,"GB Pant IPGMER, Delhi",DM Medical Gastroenterology,AIQ,GEN
1,13,Telangana,"Osmania Med Coll, Hyderabad",MCh Surgical Gastroenterology,AIQ,GEN
1,13,Bihar,"IGIMS, Patna",MCh Gynaecological Oncology,AIQ,GEN
1,13,Delhi,"Lady Hardinge, Delhi",DM Neonatology,AIQ,GEN
1,13,Kerala,"RCC, Thiruvananthapuram",MCh Head & Neck Surgery,AIQ,GEN
1,13,West Bengal,"School of Tropical Med,Kolkata",DM Clinical Pharmacology,AIQ,GEN
1,13,Kerala,"RCC, Thiruvananthapuram",DM Onco Pathology,AIQ,GEN
1,13,Delhi,"Sir Ganga Ram Hospital, Delhi",DrNB Interventional Radiology,AIQ,GEN
1,13,Uttar Pradesh,"KGMU, Lucknow",MCh Paediatric Orthopaedics,AIQ,GEN
1,13,Telangana,"NIMS, Hyderabad",DM Medical Oncology,AIQ,GEN
1,13,Haryana,"Pt BD Sharma, Rohtak",DM Pulmonary Medicine,AIQ,GEN
1,13,Delhi,"VMMC, Delhi",DM Critical Care Medicine,AIQ,GEN
1,13,Tamil Nadu,"CMC, Vellore",DM Neuro Anaesthesia,AIQ,GEN
1,14,Delhi,"VP Chest Institute, Delhi",DM Pulmonary Medicine,AIQ,GEN
1,14,Delhi,"GB Pant IPGMER, Delhi",DM Medical Gastroenterology,AIQ,GEN
1,14,Maharashtra,"Seth GS, Mumbai",DM Clinical Pharmacology,AIQ,GEN
1,14,Karnataka,"Kidwai Memorial, Bangalore",MCh Head & Neck Surgery,AIQ,GEN
1,14,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DM Critical Care Medicine,AIQ,GEN
1,14,Tamil Nadu,"CMC, Vellore",MCh Hepato Pancreato Biliary Surgery,AIQ,GEN
1,14,Tamil Nadu,"CMC, Vellore",DM/MCh Reproductive Medicine & Surgery,AIQ,GEN
1,14,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,14,Delhi,"GB Pant IPGMER, Delhi",DM Neuro Anaesthesia,AIQ,GEN
1,14,Kerala,"Medical College, Trivandrum",DM Neonatology,AIQ,GEN
1,14,Karnataka,"Kidwai Memorial, Bangalore",DM Onco Pathology,AIQ,GEN
1,15,Tamil Nadu,"CMC, Vellore",MCh Hand Surgery,AIQ,GEN
1,15,Delhi,"Indraprastha Apollo Hosp,Delhi",DrNB Clinical Immunology & Rheumatology,AIQ,GEN
1,15,Karnataka,"Kidwai Memorial, Bangalore",MCh Head & Neck Surgery,AIQ,GEN
1,15,Kerala,"Medical College, Trivandrum",DM/MCh Reproductive Medicine & Surgery,AIQ,GEN
1,15,Telangana,"NIMS, Hyderabad",DM Medical Oncology,AIQ,GEN
1,15,Chandigarh,"GMC, Chandigarh",DM Pulmonary Medicine,AIQ,GEN
1,15,Telangana,"Asian Inst of Gastroent, Hyd",DrNB Surgical Gastroenterology,AIQ,GEN
1,15,Delhi,"Lady Hardinge, Delhi",DM Neonatology,AIQ,GEN
1,15,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DM Cardiac Anaesthesia,AIQ,GEN
1,15,Delhi,"VMMC, Delhi",DM Critical Care Medicine,AIQ,GEN
1,16,Uttar Pradesh,"KGMU, Lucknow",DM Pulmonary Medicine,AIQ,GEN
1,16,Kerala,"RCC, Thiruvananthapuram",MCh Head & Neck Surgery,AIQ,GEN
1,16,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,16,Tamil Nadu,"CMC, Vellore",DM Neonatology,AIQ,GEN
1,16,Telangana,"Asian Inst of Gastroent, Hyd",DrNB Surgical Gastroenterology,AIQ,GEN
1,16,Odisha,"Acharya Harihar Cancer,Cuttack",MCh Gynaecological Oncology,AIQ,GEN
1,16,Karnataka,"JN Medical College, Belgaum",DM Interventional Radiology,AIQ,GEN
1,16,Delhi,"GB Pant IPGMER, Delhi",DM Medical Gastroenterology,AIQ,GEN
1,16,Tamil Nadu,"CMC, Vellore",DM Critical Care Medicine,AIQ,GEN
1,17,Tamil Nadu,"CMC, Vellore",MCh Paediatric Orthopaedics,AIQ,GEN
1,17,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,17,Tamil Nadu,"CMC, Vellore",DM Neuro Anaesthesia,AIQ,GEN
1,17,Chandigarh,"GMC, Chandigarh",DM Pulmonary Medicine,AIQ,GEN
1,17,Kerala,"Aster Medcity, Kochi",DrNB Critical Care Medicine,AIQ,GEN
1,17,Delhi,"Sir Ganga Ram Hospital, Delhi",DrNB Paediatric Intensive Care,AIQ,GEN
1,17,Uttar Pradesh,"Homi Bhabha CancHosp, Varanasi",DM Onco Pathology,AIQ,GEN
1,17,Kerala,"Amrita School of Med, Kochi",MCh Head & Neck Surgery,AIQ,GEN
1,17,Rajasthan,"SMS, Jaipur",MCh Surgical Gastroenterology,AIQ,GEN
1,17,Gujarat,"BJMC, Ahmedabad",MCh Gynaecological Oncology,AIQ,GEN
1,17,Telangana,"NIMS, Hyderabad",DM Clinical Immunology & Rheumatology,AIQ,GEN
1,18,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,18,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DM Cardiac Anaesthesia,AIQ,GEN
1,18,Delhi,"VMMC, Delhi",DM Critical Care Medicine,AIQ,GEN
1,18,Gujarat,"BJMC, Ahmedabad",DM Onco Pathology,AIQ,GEN
1,18,Uttar Pradesh,"KGMU, Lucknow",DM Clinical Immunology & Rheumatology,AIQ,GEN
1,18,Gujarat,"GR Doshi & KM Mehta, Ahmedabad",MCh Urology,AIQ,GEN
1,18,Delhi,"MAMC, Delhi",DM Pulmonary Medicine,AIQ,GEN
1,18,Assam,"Dr B Borooah, Guwahati",MCh Gynaecological Oncology,AIQ,GEN
1,18,Uttar Pradesh,"Homi Bhabha CancHosp, Varanasi",MCh Head & Neck Surgery,AIQ,GEN
1,18,Gujarat,"BJMC, Ahmedabad",DM Onco Pathology,AIQ,GEN
1,18,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,19,Uttar Pradesh,"Homi Bhabha CancHosp, Varanasi",DM Onco Pathology,AIQ,GEN
1,19,Tamil Nadu,"CMC, Vellore",MCh Head & Neck Surgery,AIQ,GEN
1,19,Karnataka,"JN Medical College, Belgaum",DM Interventional Radiology,AIQ,GEN
1,19,Delhi,"ESI, Basaidarpur, Delhi",DM Pulmonary Medicine,AIQ,GEN
1,19,West Bengal,"IPGMER, Kolkata",DM Clinical Immunology & Rheumatology,AIQ,GEN
1,19,Tamil Nadu,"CMC, Vellore",DM Critical Care Medicine,AIQ,GEN
1,19,Telangana,"RainbowChildHeart,BanjaraHills",DrNB Paediatric Neurology,AIQ,GEN
1,19,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,19,Kerala,"Medical College, Trivandrum",DM/MCh Reproductive Medicine & Surgery,AIQ,GEN
1,19,Gujarat,"BJMC, Ahmedabad",DM Cardiac Anaesthesia,AIQ,GEN
1,19,Telangana,"Asian Inst of Gastroent, Hyd",DrNB Surgical Gastroenterology,AIQ,GEN
1,20,Karnataka,"Sri Jayadeva Instof Cardio,BLR",DM Cardiology,AIQ,GEN
1,20,Delhi,"Instof Liver&Biliary Sci,Delhi",DM Paediatric Hepatology,AIQ,GEN
1,20,Gujarat,"BJMC, Ahmedabad",DM Medical Oncology,AIQ,GEN
1,20,Haryana,"Medanta The Medicity, Gurgaon",DrNB Critical Care Medicine,AIQ,GEN
1,20,Tamil Nadu,"Reg CancerCenter,Adyar,Chennai",DM Onco Pathology,AIQ,GEN
1,20,Karnataka,"IGICH, Bangalore",MCh Paediatric Orthopaedics,AIQ,GEN
1,20,Delhi,"ESI, Basaidarpur, Delhi",DM Pulmonary Medicine,AIQ,GEN
1,20,Uttar Pradesh,"SGPGI, Lucknow",MCh Surgical Gastroenterology,AIQ,GEN
1,20,West Bengal,"IPGMER, Kolkata",MCh Head & Neck Surgery,AIQ,GEN
1,20,Tamil Nadu,"CMC, Vellore",DM/MCh Reproductive Medicine & Surgery,AIQ,GEN
1,21,Uttar Pradesh,"SGPGI, Lucknow",MCh Surgical Gastroenterology,AIQ,GEN
1,21,Delhi,"GB Pant IPGMER, Delhi",DM Cardiac Anaesthesia,AIQ,GEN
1,21,Telangana,"Osmania Med Coll, Hyderabad",DM Endocrinology,AIQ,GEN
1,21,Assam,"Dr B Borooah, Guwahati",MCh Head & Neck Surgery,AIQ,GEN
1,21,Gujarat,"BJMC, Ahmedabad",MCh Gynaecological Oncology,AIQ,GEN
1,21,Karnataka,"NarayanaHrudyalaya,Bommasandra",DrNB Interventional Radiology,AIQ,GEN
1,21,Maharashtra,"Govt Med Coll, Aurangabad",DM Onco Pathology,AIQ,GEN
1,21,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,21,Delhi,"ESI, Basaidarpur, Delhi",DM Pulmonary Medicine,AIQ,GEN
1,21,Karnataka,"Kasturba Med Coll, Manipal",MCh Hand Surgery,AIQ,GEN
1,21,Uttar Pradesh,"SGPGI, Lucknow",DM Paediatrics Gastroenterology,AIQ,GEN
1,22,Kerala,"Medical College, Trivandrum",DM Neonatology,AIQ,GEN
1,22,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,22,Gujarat,"BJMC, Ahmedabad",MCh Gynaecological Oncology,AIQ,GEN
1,22,West Bengal,"IPGMER, Kolkata",MCh Head & Neck Surgery,AIQ,GEN
1,22,Karnataka,"St John's, Bangalore",DM Critical Care Medicine,AIQ,GEN
1,22,Gujarat,"BJMC, Ahmedabad",DM Onco Pathology,AIQ,GEN
1,22,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DM Nephrology,AIQ,GEN
1,22,Kerala,"Amrita School of Med, Kochi",MCh Surgical Gastroenterology,AIQ,GEN
1,22,Tamil Nadu,"CMC, Vellore",DM Pulmonary Medicine,AIQ,GEN
1,23,Tamil Nadu,"CMC, Vellore",DM Critical Care Medicine,AIQ,GEN
1,23,Gujarat,"BJMC, Ahmedabad",DM Onco Pathology,AIQ,GEN
1,23,West Bengal,"RG Kar Med Coll, Kolkata",DM Pulmonary Medicine,AIQ,GEN
1,23,Telangana,"Asian Inst of Gastroent, Hyd",DrNB Surgical Gastroenterology,AIQ,GEN
1,23,West Bengal,"IPGMER, Kolkata",MCh Head & Neck Surgery,AIQ,GEN
1,23,Kerala,"Medical College, Trivandrum",DM Endocrinology,AIQ,GEN
1,23,Tamil Nadu,"CMC, Vellore",DM Critical Care Medicine,AIQ,GEN
1,23,Gujarat,"BJMC, Ahmedabad",DM Onco Pathology,AIQ,GEN
1,23,Delhi,"Max SS Hosp, Saket, Delhi",DrNB Interventional Radiology,AIQ,GEN
1,23,West Bengal,"RG Kar Med Coll, Kolkata",DM Pulmonary Medicine,AIQ,GEN
1,24,Telangana,"NIMS, Hyderabad",DM Clinical Immunology & Rheumatology,AIQ,GEN
1,24,Maharashtra,"Tata Memorial, Mumbai",DM Critical Care Medicine,AIQ,GEN
1,24,Gujarat,"BJMC, Ahmedabad",MCh Gynaecological Oncology,AIQ,GEN
1,24,Delhi,"VMMC, Delhi",MCh Urology,AIQ,GEN
1,24,Kerala,"RCC, Thiruvananthapuram",DM Medical Oncology,AIQ,GEN
1,24,Delhi,"ESI, Basaidarpur, Delhi",DM Pulmonary Medicine,AIQ,GEN
1,24,Tamil Nadu,"Madras Med Coll, Chennai",DM Paediatrics Gastroenterology,AIQ,GEN
1,24,Delhi,"GB Pant IPGMER, Delhi",DM Cardiac Anaesthesia,AIQ,GEN
1,25,Tamil Nadu,"Stanley Med Coll, Chennai",MCh Hand Surgery,AIQ,GEN
1,25,Telangana,"Osmania Med Coll, Hyderabad",MCh Surgical Gastroenterology,AIQ,GEN
1,25,Delhi,"Lady Hardinge, Delhi",DM Neonatology,AIQ,GEN
1,25,Delhi,"GB Pant IPGMER, Delhi",DM Medical Gastroenterology,AIQ,GEN
1,25,Gujarat,"BJMC, Ahmedabad",DM Medical Oncology,AIQ,GEN
1,25,West Bengal,"Tata Medical Center, Kolkata",DrNB Gynaecological Oncology,AIQ,GEN
1,25,Maharashtra,"Govt Med Coll, Aurangabad",MCh Head & Neck Surgery,AIQ,GEN
1,25,Kerala,"Jubilee Mission, Thrissur",DM Critical Care Medicine,AIQ,GEN
1,26,Maharashtra,"Seth GS, Mumbai",DM Clinical Pharmacology,AIQ,GEN
1,26,Maharashtra,"Tata Memorial, Mumbai",DM Medical Oncology,AIQ,GEN
1,26,Telangana,"Yashoda SS Hosp,Somajiguda,HYD",DrNB Critical Care Medicine,AIQ,GEN
1,26,Tamil Nadu,"CMC, Vellore",DM Interventional Radiology,AIQ,GEN
1,26,Kerala,"RCC, Thiruvananthapuram",MCh Gynaecological Oncology,AIQ,GEN
1,26,Gujarat,"BJMC, Ahmedabad",DM Onco Pathology,AIQ,GEN
1,26,Rajasthan,"SMS, Jaipur",DM Medical Gastroenterology,AIQ,GEN
1,26,Kerala,"Amrita School of Med, Kochi",MCh Head & Neck Surgery,AIQ,GEN
1,26,Telangana,"Osmania Med Coll, Hyderabad",MCh Surgical Gastroenterology,AIQ,GEN
1,27,West Bengal,"RG Kar Med Coll, Kolkata",DM Pulmonary Medicine,AIQ,GEN
1,27,Maharashtra,"Seth GS, Mumbai",DM Clinical Pharmacology,AIQ,GEN
1,27,Uttar Pradesh,"IMS(BHU), Varanasi",DM Medical Gastroenterology,AIQ,GEN
1,27,Tamil Nadu,Tirunelveli Med Coll,DM Medical Oncology,AIQ,GEN
1,27,Maharashtra,"PD Hinduja, Mumbai",DrNB Paediatric Neurology,AIQ,GEN
1,27,Maharashtra,"Tata Memorial, Mumbai",MCh Surgical Oncology,AIQ,GEN
1,27,Gujarat,"BJMC, Ahmedabad",DM Onco Pathology,AIQ,GEN
1,27,Uttar Pradesh,"SGPGI, Lucknow",DM Critical Care Medicine,AIQ,GEN
1,27,Karnataka,"Kidwai Memorial, Bangalore",MCh Gynaecological Oncology,AIQ,GEN
1,28,West Bengal,"IPGMER, Kolkata",MCh Head & Neck Surgery,AIQ,GEN
1,28,Kerala,"Medical College, Trivandrum",DM Neonatology,AIQ,GEN
1,28,Karnataka,"Kasturba Med Coll, Manipal",DM/MCh Reproductive Medicine & Surgery,AIQ,GEN
1,28,Kerala,"RCC, Thiruvananthapuram",DM Medical Oncology,AIQ,GEN
1,28,Tamil Nadu,"CMC, Vellore",DM Pulmonary Medicine,AIQ,GEN
